company,financial_year,ytd_upto_month,segment,premium_ytd
Reliance General Insurance Co Ltd,FY24,SEP,fire,806.72
Royal Sundaram General Insurance Co Ltd,FY25,SEP,fire,236.01
Royal Sundaram General Insurance Co Ltd,FY24,SEP,fire,175.6
SBI General Insurance Co Ltd,FY25,SEP,fire,964.08
SBI General Insurance Co Ltd,FY24,SEP,fire,913.06
Shriram General Insurance Co Ltd,FY25,SEP,fire,60.35
Shriram General Insurance Co Ltd,FY24,SEP,fire,51.63
Tata AIG General Insurance Co Ltd,FY25,SEP,fire,1375.34
Tata AIG General Insurance Co Ltd,FY24,SEP,fire,1283.23
The New India Assurance Co Ltd,FY25,SEP,fire,2856.39
The New India Assurance Co Ltd,FY24,SEP,fire,2005.5
The Oriental Insurance Co Ltd,FY25,SEP,fire,1172.23
The Oriental Insurance Co Ltd,FY24,SEP,fire,946.28
United India Insurance Co Ltd,FY25,SEP,fire,1252.73
United India Insurance Co Ltd,FY24,SEP,fire,970.99
Universal Sompo General Insurance Co Ltd,FY25,SEP,fire,196.99
Universal Sompo General Insurance Co Ltd,FY24,SEP,fire,170.06
Zuno General Insurance Co Ltd,FY25,SEP,fire,36.87
Zuno General Insurance Co Ltd,FY24,SEP,fire,29.79
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,fire,77.0
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,fire,48.24
Bajaj General Insurance Limited ,FY25,SEP,marine_total,209.78
Bajaj General Insurance Limited ,FY24,SEP,marine_total,182.45
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,marine_total,98.64
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,marine_total,85.87
Generali Central Insurance Company Limited,FY25,SEP,marine_total,77.19
Generali Central Insurance Company Limited,FY24,SEP,marine_total,69.65
Go Digit General Insurance Ltd,FY25,SEP,marine_total,33.82
Go Digit General Insurance Ltd,FY24,SEP,marine_total,33.46
HDFC Ergo General Insurance Co Ltd,FY25,SEP,marine_total,87.95
HDFC Ergo General Insurance Co Ltd,FY24,SEP,marine_total,97.76
ICICI Lombard General Insurance Co Ltd,FY25,SEP,marine_total,498.82
ICICI Lombard General Insurance Co Ltd,FY24,SEP,marine_total,528.07
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,marine_total,206.21
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,marine_total,167.91
Liberty  General Insurance Co. Ltd,FY25,SEP,marine_total,11.18
Liberty  General Insurance Co. Ltd,FY24,SEP,marine_total,16.3
Magma General Insurance Limited,FY25,SEP,marine_total,20.17
Magma General Insurance Limited,FY24,SEP,marine_total,21.4
National Insurance Co Ltd,FY25,SEP,marine_total,149.3
National Insurance Co Ltd,FY24,SEP,marine_total,169.03
Raheja QBE General Insurance Co Ltd,FY24,SEP,marine_total,0.07
Reliance General Insurance Co Ltd,FY25,SEP,marine_total,85.93
Reliance General Insurance Co Ltd,FY24,SEP,marine_total,86.42
Royal Sundaram General Insurance Co Ltd,FY25,SEP,marine_total,39.9
Royal Sundaram General Insurance Co Ltd,FY24,SEP,marine_total,32.91
SBI General Insurance Co Ltd,FY25,SEP,marine_total,55.42
SBI General Insurance Co Ltd,FY24,SEP,marine_total,55.05
Shriram General Insurance Co Ltd,FY25,SEP,marine_total,2.42
Shriram General Insurance Co Ltd,FY24,SEP,marine_total,2.13
Tata AIG General Insurance Co Ltd,FY25,SEP,marine_total,408.89
Tata AIG General Insurance Co Ltd,FY24,SEP,marine_total,365.34
The New India Assurance Co Ltd,FY25,SEP,marine_total,535.19
The New India Assurance Co Ltd,FY24,SEP,marine_total,524.5
The Oriental Insurance Co Ltd,FY25,SEP,marine_total,286.94
The Oriental Insurance Co Ltd,FY24,SEP,marine_total,244.22
United India Insurance Co Ltd,FY25,SEP,marine_total,231.51
United India Insurance Co Ltd,FY24,SEP,marine_total,223.39
Universal Sompo General Insurance Co Ltd,FY25,SEP,marine_total,38.53
Universal Sompo General Insurance Co Ltd,FY24,SEP,marine_total,54.97
Zuno General Insurance Co Ltd,FY25,SEP,marine_total,1.04
Zuno General Insurance Co Ltd,FY24,SEP,marine_total,0.78
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,marine_total,12.44
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,marine_total,7.03
Bajaj General Insurance Limited ,FY25,SEP,engineering,272.29
Bajaj General Insurance Limited ,FY24,SEP,engineering,232.64
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,engineering,22.81
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,engineering,20.95
Generali Central Insurance Company Limited,FY25,SEP,engineering,52.45
Generali Central Insurance Company Limited,FY24,SEP,engineering,54.03
Go Digit General Insurance Ltd,FY25,SEP,engineering,86.24
Go Digit General Insurance Ltd,FY24,SEP,engineering,58.72
HDFC Ergo General Insurance Co Ltd,FY25,SEP,engineering,203.65
HDFC Ergo General Insurance Co Ltd,FY24,SEP,engineering,172.35
ICICI Lombard General Insurance Co Ltd,FY25,SEP,engineering,590.92
ICICI Lombard General Insurance Co Ltd,FY24,SEP,engineering,526.04
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,engineering,179.02
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,engineering,141.9
Liberty  General Insurance Co. Ltd,FY25,SEP,engineering,22.28
Liberty  General Insurance Co. Ltd,FY24,SEP,engineering,19.49
Magma General Insurance Limited,FY25,SEP,engineering,19.69
Magma General Insurance Limited,FY24,SEP,engineering,9.78
National Insurance Co Ltd,FY25,SEP,engineering,247.85
National Insurance Co Ltd,FY24,SEP,engineering,209.78
Raheja QBE General Insurance Co Ltd,FY25,SEP,engineering,0.62
Raheja QBE General Insurance Co Ltd,FY24,SEP,engineering,0.73
Reliance General Insurance Co Ltd,FY25,SEP,engineering,246.82
Reliance General Insurance Co Ltd,FY24,SEP,engineering,242.21
Royal Sundaram General Insurance Co Ltd,FY25,SEP,engineering,42.22
Royal Sundaram General Insurance Co Ltd,FY24,SEP,engineering,36.36
SBI General Insurance Co Ltd,FY25,SEP,engineering,102.66
SBI General Insurance Co Ltd,FY24,SEP,engineering,83.25
Shriram General Insurance Co Ltd,FY25,SEP,engineering,13.56
Shriram General Insurance Co Ltd,FY24,SEP,engineering,11.88
Tata AIG General Insurance Co Ltd,FY25,SEP,engineering,199.09
Tata AIG General Insurance Co Ltd,FY24,SEP,engineering,165.22
The New India Assurance Co Ltd,FY25,SEP,engineering,578.16
The New India Assurance Co Ltd,FY24,SEP,engineering,481.82
The Oriental Insurance Co Ltd,FY25,SEP,engineering,229.02
The Oriental Insurance Co Ltd,FY24,SEP,engineering,207.03
United India Insurance Co Ltd,FY25,SEP,engineering,263.52
United India Insurance Co Ltd,FY24,SEP,engineering,293.06
Universal Sompo General Insurance Co Ltd,FY25,SEP,engineering,8.24
Universal Sompo General Insurance Co Ltd,FY24,SEP,engineering,9.12
Zuno General Insurance Co Ltd,FY25,SEP,engineering,1.83
Zuno General Insurance Co Ltd,FY24,SEP,engineering,1.88
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,engineering,9.48
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,engineering,6.05
Acko General Insurance Ltd,FY25,SEP,motor_total,512.31
Acko General Insurance Ltd,FY24,SEP,motor_total,440.28
Bajaj General Insurance Limited ,FY25,SEP,motor_total,3403.99
Bajaj General Insurance Limited ,FY24,SEP,motor_total,2924.95
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,motor_total,2526.18
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,motor_total,2421.79
Generali Central Insurance Company Limited,FY25,SEP,motor_total,876.0
Generali Central Insurance Company Limited,FY24,SEP,motor_total,908.78
Go Digit General Insurance Ltd,FY25,SEP,motor_total,3109.82
Go Digit General Insurance Ltd,FY24,SEP,motor_total,2769.04
HDFC Ergo General Insurance Co Ltd,FY25,SEP,motor_total,1199.28
HDFC Ergo General Insurance Co Ltd,FY24,SEP,motor_total,1695.28
ICICI Lombard General Insurance Co Ltd,FY25,SEP,motor_total,4955.05
ICICI Lombard General Insurance Co Ltd,FY24,SEP,motor_total,4850.53
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,motor_total,1812.44
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,motor_total,1751.93
Liberty  General Insurance Co. Ltd,FY25,SEP,motor_total,879.76
Liberty  General Insurance Co. Ltd,FY24,SEP,motor_total,821.91
Magma General Insurance Limited,FY25,SEP,motor_total,926.01
Magma General Insurance Limited,FY24,SEP,motor_total,910.77
National Insurance Co Ltd,FY25,SEP,motor_total,2448.76
National Insurance Co Ltd,FY24,SEP,motor_total,2304.93
Navi General Insurance Co. Ltd,FY25,SEP,motor_total,0.54
Navi General Insurance Co. Ltd,FY24,SEP,motor_total,1.55
Raheja QBE General Insurance Co Ltd,FY25,SEP,motor_total,38.93
Raheja QBE General Insurance Co Ltd,FY24,SEP,motor_total,178.3
Reliance General Insurance Co Ltd,FY25,SEP,motor_total,2146.75
Reliance General Insurance Co Ltd,FY24,SEP,motor_total,2026.8
Royal Sundaram General Insurance Co Ltd,FY25,SEP,motor_total,1263.8
Royal Sundaram General Insurance Co Ltd,FY24,SEP,motor_total,1228.25
SBI General Insurance Co Ltd,FY25,SEP,motor_total,2304.26
SBI General Insurance Co Ltd,FY24,SEP,motor_total,1962.5
Shriram General Insurance Co Ltd,FY25,SEP,motor_total,1869.19
Shriram General Insurance Co Ltd,FY24,SEP,motor_total,1458.74
Tata AIG General Insurance Co Ltd,FY25,SEP,motor_total,4252.18
Tata AIG General Insurance Co Ltd,FY24,SEP,motor_total,4004.88
The New India Assurance Co Ltd,FY25,SEP,motor_total,4611.01
The New India Assurance Co Ltd,FY24,SEP,motor_total,4605.33
The Oriental Insurance Co Ltd,FY25,SEP,motor_total,1991.46
The Oriental Insurance Co Ltd,FY24,SEP,motor_total,1902.91
United India Insurance Co Ltd,FY25,SEP,motor_total,4596.71
United India Insurance Co Ltd,FY24,SEP,motor_total,3524.05
Universal Sompo General Insurance Co Ltd,FY25,SEP,motor_total,1430.06
Universal Sompo General Insurance Co Ltd,FY24,SEP,motor_total,1097.72
Zuno General Insurance Co Ltd,FY25,SEP,motor_total,257.69
Zuno General Insurance Co Ltd,FY24,SEP,motor_total,238.07
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,motor_total,438.61
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,motor_total,430.52
Acko General Insurance Ltd,FY25,SEP,health,617.85
Acko General Insurance Ltd,FY24,SEP,health,520.14
Bajaj General Insurance Limited ,FY25,SEP,health,3712.69
Bajaj General Insurance Limited ,FY24,SEP,health,3696.28
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,health,465.95
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,health,530.92
Generali Central Insurance Company Limited,FY25,SEP,health,702.83
Generali Central Insurance Company Limited,FY24,SEP,health,1084.57
Go Digit General Insurance Ltd,FY25,SEP,health,709.59
Go Digit General Insurance Ltd,FY24,SEP,health,670.64
HDFC Ergo General Insurance Co Ltd,FY25,SEP,health,2844.68
HDFC Ergo General Insurance Co Ltd,FY24,SEP,health,3042.95
ICICI Lombard General Insurance Co Ltd,FY25,SEP,health,4193.42
ICICI Lombard General Insurance Co Ltd,FY24,SEP,health,4012.19
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,health,458.0
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,health,431.92
Kshema General insurance,FY25,SEP,health,0.01
Liberty  General Insurance Co. Ltd,FY25,SEP,health,299.81
Liberty  General Insurance Co. Ltd,FY24,SEP,health,182.12
Magma General Insurance Limited,FY25,SEP,health,451.54
Magma General Insurance Limited,FY24,SEP,health,347.97
National Insurance Co Ltd,FY25,SEP,health,3560.11
National Insurance Co Ltd,FY24,SEP,health,3523.3
Navi General Insurance Co. Ltd,FY25,SEP,health,52.05
Navi General Insurance Co. Ltd,FY24,SEP,health,25.45
Raheja QBE General Insurance Co Ltd,FY25,SEP,health,3.06
Raheja QBE General Insurance Co Ltd,FY24,SEP,health,23.8
Reliance General Insurance Co Ltd,FY25,SEP,health,1593.09
Reliance General Insurance Co Ltd,FY24,SEP,health,1136.48
Royal Sundaram General Insurance Co Ltd,FY25,SEP,health,549.91
Royal Sundaram General Insurance Co Ltd,FY24,SEP,health,390.04
SBI General Insurance Co Ltd,FY25,SEP,health,1700.21
SBI General Insurance Co Ltd,FY24,SEP,health,1253.95
Shriram General Insurance Co Ltd,FY25,SEP,health,6.04
Shriram General Insurance Co Ltd,FY24,SEP,health,1.49
Tata AIG General Insurance Co Ltd,FY25,SEP,health,1997.6
Tata AIG General Insurance Co Ltd,FY24,SEP,health,1775.0
The New India Assurance Co Ltd,FY25,SEP,health,11342.68
The New India Assurance Co Ltd,FY24,SEP,health,10068.08
The Oriental Insurance Co Ltd,FY25,SEP,health,4504.31
The Oriental Insurance Co Ltd,FY24,SEP,health,4439.12
United India Insurance Co Ltd,FY25,SEP,health,3821.36
United India Insurance Co Ltd,FY24,SEP,health,3730.57
Universal Sompo General Insurance Co Ltd,FY25,SEP,health,780.01
Universal Sompo General Insurance Co Ltd,FY24,SEP,health,335.31
Zuno General Insurance Co Ltd,FY25,SEP,health,184.54
Zuno General Insurance Co Ltd,FY24,SEP,health,183.05
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,health,418.5
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,health,378.42
 Niva bupa health insurance company limited,FY25,SEP,health,3428.75
 Niva bupa health insurance company limited,FY24,SEP,health,3176.24
Aditya Birla Health Insurance Co Ltd,FY25,SEP,health,2611.84
Aditya Birla Health Insurance Co Ltd,FY24,SEP,health,2045.73
Care Health Insurance Ltd,FY25,SEP,health,4255.83
Care Health Insurance Ltd,FY24,SEP,health,4063.88
Galaxy Health Insurance Company Ltd,FY25,SEP,health,38.41
ManipalCigna Health Insurance Co Ltd,FY25,SEP,health,942.91
ManipalCigna Health Insurance Co Ltd,FY24,SEP,health,815.91
Narayana Health Insurance Ltd,FY25,SEP,health,8.7
Star Health & Allied Insurance Co Ltd,FY25,SEP,health,7984.12
Star Health & Allied Insurance Co Ltd,FY24,SEP,health,7721.64
Bajaj General Insurance Limited ,FY25,SEP,aviation,8.79
Bajaj General Insurance Limited ,FY24,SEP,aviation,7.69
Go Digit General Insurance Ltd,FY25,SEP,aviation,1.01
HDFC Ergo General Insurance Co Ltd,FY25,SEP,aviation,3.62
HDFC Ergo General Insurance Co Ltd,FY24,SEP,aviation,9.35
ICICI Lombard General Insurance Co Ltd,FY25,SEP,aviation,78.02
ICICI Lombard General Insurance Co Ltd,FY24,SEP,aviation,96.33
National Insurance Co Ltd,FY25,SEP,aviation,25.96
National Insurance Co Ltd,FY24,SEP,aviation,25.26
Reliance General Insurance Co Ltd,FY25,SEP,aviation,1.13
Reliance General Insurance Co Ltd,FY24,SEP,aviation,12.47
SBI General Insurance Co Ltd,FY25,SEP,aviation,0.21
SBI General Insurance Co Ltd,FY24,SEP,aviation,0.08
Tata AIG General Insurance Co Ltd,FY25,SEP,aviation,100.17
Tata AIG General Insurance Co Ltd,FY24,SEP,aviation,105.24
The New India Assurance Co Ltd,FY25,SEP,aviation,185.43
The New India Assurance Co Ltd,FY24,SEP,aviation,177.72
The Oriental Insurance Co Ltd,FY25,SEP,aviation,90.73
The Oriental Insurance Co Ltd,FY24,SEP,aviation,85.98
United India Insurance Co Ltd,FY25,SEP,aviation,16.84
United India Insurance Co Ltd,FY24,SEP,aviation,18.55
Acko General Insurance Ltd,FY25,SEP,liability,17.67
Acko General Insurance Ltd,FY24,SEP,liability,42.31
Bajaj General Insurance Limited ,FY25,SEP,liability,511.52
Bajaj General Insurance Limited ,FY24,SEP,liability,425.24
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,liability,17.63
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,liability,15.46
Generali Central Insurance Company Limited,FY25,SEP,liability,39.54
Generali Central Insurance Company Limited,FY24,SEP,liability,34.85
Go Digit General Insurance Ltd,FY25,SEP,liability,139.74
Go Digit General Insurance Ltd,FY24,SEP,liability,75.78
HDFC Ergo General Insurance Co Ltd,FY25,SEP,liability,398.66
HDFC Ergo General Insurance Co Ltd,FY24,SEP,liability,396.91
ICICI Lombard General Insurance Co Ltd,FY25,SEP,liability,555.25
ICICI Lombard General Insurance Co Ltd,FY24,SEP,liability,583.78
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,liability,182.13
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,liability,136.07
Liberty  General Insurance Co. Ltd,FY25,SEP,liability,25.33
Liberty  General Insurance Co. Ltd,FY24,SEP,liability,10.26
Magma General Insurance Limited,FY25,SEP,liability,50.15
Magma General Insurance Limited,FY24,SEP,liability,41.63
National Insurance Co Ltd,FY25,SEP,liability,157.35
National Insurance Co Ltd,FY24,SEP,liability,183.21
Raheja QBE General Insurance Co Ltd,FY25,SEP,liability,39.73
Raheja QBE General Insurance Co Ltd,FY24,SEP,liability,32.27
Reliance General Insurance Co Ltd,FY25,SEP,liability,56.58
Reliance General Insurance Co Ltd,FY24,SEP,liability,49.51
Royal Sundaram General Insurance Co Ltd,FY25,SEP,liability,14.53
Royal Sundaram General Insurance Co Ltd,FY24,SEP,liability,10.55
SBI General Insurance Co Ltd,FY25,SEP,liability,69.64
SBI General Insurance Co Ltd,FY24,SEP,liability,49.13
Shriram General Insurance Co Ltd,FY25,SEP,liability,5.32
Shriram General Insurance Co Ltd,FY24,SEP,liability,4.74
Tata AIG General Insurance Co Ltd,FY25,SEP,liability,476.18
Tata AIG General Insurance Co Ltd,FY24,SEP,liability,457.64
The New India Assurance Co Ltd,FY25,SEP,liability,321.83
The New India Assurance Co Ltd,FY24,SEP,liability,307.54
The Oriental Insurance Co Ltd,FY25,SEP,liability,78.43
The Oriental Insurance Co Ltd,FY24,SEP,liability,74.75
United India Insurance Co Ltd,FY25,SEP,liability,161.6
United India Insurance Co Ltd,FY24,SEP,liability,163.28
Universal Sompo General Insurance Co Ltd,FY25,SEP,liability,15.63
Universal Sompo General Insurance Co Ltd,FY24,SEP,liability,12.57
Zuno General Insurance Co Ltd,FY25,SEP,liability,0.03
Zuno General Insurance Co Ltd,FY24,SEP,liability,0.04
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,liability,4.91
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,liability,1.09
Acko General Insurance Ltd,FY25,SEP,personal_accident,6.28
Acko General Insurance Ltd,FY24,SEP,personal_accident,3.97
Bajaj General Insurance Limited ,FY25,SEP,personal_accident,110.99
Bajaj General Insurance Limited ,FY24,SEP,personal_accident,132.67
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,personal_accident,93.43
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,personal_accident,183.24
Generali Central Insurance Company Limited,FY25,SEP,personal_accident,59.62
Generali Central Insurance Company Limited,FY24,SEP,personal_accident,62.33
Go Digit General Insurance Ltd,FY25,SEP,personal_accident,202.56
Go Digit General Insurance Ltd,FY24,SEP,personal_accident,350.06
HDFC Ergo General Insurance Co Ltd,FY25,SEP,personal_accident,270.48
HDFC Ergo General Insurance Co Ltd,FY24,SEP,personal_accident,225.75
ICICI Lombard General Insurance Co Ltd,FY25,SEP,personal_accident,236.52
ICICI Lombard General Insurance Co Ltd,FY24,SEP,personal_accident,322.76
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,personal_accident,58.49
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,personal_accident,67.89
Liberty  General Insurance Co. Ltd,FY25,SEP,personal_accident,10.91
Liberty  General Insurance Co. Ltd,FY24,SEP,personal_accident,14.1
Magma General Insurance Limited,FY25,SEP,personal_accident,24.8
Magma General Insurance Limited,FY24,SEP,personal_accident,13.64
National Insurance Co Ltd,FY25,SEP,personal_accident,445.07
National Insurance Co Ltd,FY24,SEP,personal_accident,472.1
Navi General Insurance Co. Ltd,FY25,SEP,personal_accident,1.73
Raheja QBE General Insurance Co Ltd,FY25,SEP,personal_accident,0.7
Raheja QBE General Insurance Co Ltd,FY24,SEP,personal_accident,0.28
Reliance General Insurance Co Ltd,FY25,SEP,personal_accident,206.92
Reliance General Insurance Co Ltd,FY24,SEP,personal_accident,133.21
Royal Sundaram General Insurance Co Ltd,FY25,SEP,personal_accident,37.06
Royal Sundaram General Insurance Co Ltd,FY24,SEP,personal_accident,39.76
SBI General Insurance Co Ltd,FY25,SEP,personal_accident,838.43
SBI General Insurance Co Ltd,FY24,SEP,personal_accident,565.98
Shriram General Insurance Co Ltd,FY25,SEP,personal_accident,61.89
Shriram General Insurance Co Ltd,FY24,SEP,personal_accident,52.84
Tata AIG General Insurance Co Ltd,FY25,SEP,personal_accident,113.3
Tata AIG General Insurance Co Ltd,FY24,SEP,personal_accident,117.52
The New India Assurance Co Ltd,FY25,SEP,personal_accident,368.17
The New India Assurance Co Ltd,FY24,SEP,personal_accident,353.09
The Oriental Insurance Co Ltd,FY25,SEP,personal_accident,2655.65
The Oriental Insurance Co Ltd,FY24,SEP,personal_accident,1168.66
United India Insurance Co Ltd,FY25,SEP,personal_accident,276.95
United India Insurance Co Ltd,FY24,SEP,personal_accident,229.68
Universal Sompo General Insurance Co Ltd,FY25,SEP,personal_accident,87.02
Universal Sompo General Insurance Co Ltd,FY24,SEP,personal_accident,74.03
Zuno General Insurance Co Ltd,FY25,SEP,personal_accident,6.49
Zuno General Insurance Co Ltd,FY24,SEP,personal_accident,11.29
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,personal_accident,27.85
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,personal_accident,38.7
 Niva bupa health insurance company limited,FY25,SEP,personal_accident,46.22
 Niva bupa health insurance company limited,FY24,SEP,personal_accident,65.27
Aditya Birla Health Insurance Co Ltd,FY25,SEP,personal_accident,108.0
Aditya Birla Health Insurance Co Ltd,FY24,SEP,personal_accident,125.07
Care Health Insurance Ltd,FY25,SEP,personal_accident,98.21
Care Health Insurance Ltd,FY24,SEP,personal_accident,95.97
Galaxy Health Insurance Company Ltd,FY25,SEP,personal_accident,2.14
ManipalCigna Health Insurance Co Ltd,FY25,SEP,personal_accident,22.77
ManipalCigna Health Insurance Co Ltd,FY24,SEP,personal_accident,16.09
Star Health & Allied Insurance Co Ltd,FY25,SEP,personal_accident,76.0
Star Health & Allied Insurance Co Ltd,FY24,SEP,personal_accident,91.38
Acko General Insurance Ltd,FY25,SEP,misc,40.75
Acko General Insurance Ltd,FY24,SEP,misc,34.72
Bajaj General Insurance Limited ,FY25,SEP,misc,1581.25
Bajaj General Insurance Limited ,FY24,SEP,misc,1462.21
Cholamandalam MS General Insurance Co Ltd,FY25,SEP,misc,24.3
Cholamandalam MS General Insurance Co Ltd,FY24,SEP,misc,423.37
Generali Central Insurance Company Limited,FY25,SEP,misc,260.74
Generali Central Insurance Company Limited,FY24,SEP,misc,182.08
Go Digit General Insurance Ltd,FY25,SEP,misc,124.71
Go Digit General Insurance Ltd,FY24,SEP,misc,104.17
HDFC Ergo General Insurance Co Ltd,FY25,SEP,misc,1155.27
HDFC Ergo General Insurance Co Ltd,FY24,SEP,misc,2053.86
ICICI Lombard General Insurance Co Ltd,FY25,SEP,misc,1051.14
ICICI Lombard General Insurance Co Ltd,FY24,SEP,misc,1604.76
IFFCO-Tokio General Insurance Co Ltd,FY25,SEP,misc,804.74
IFFCO-Tokio General Insurance Co Ltd,FY24,SEP,misc,781.23
Kshema General insurance,FY25,SEP,misc,297.51
Kshema General insurance,FY24,SEP,misc,427.18
Liberty  General Insurance Co. Ltd,FY25,SEP,misc,36.09
Liberty  General Insurance Co. Ltd,FY24,SEP,misc,34.32
Magma General Insurance Limited,FY25,SEP,misc,10.42
Magma General Insurance Limited,FY24,SEP,misc,2.76
National Insurance Co Ltd,FY25,SEP,misc,293.93
National Insurance Co Ltd,FY24,SEP,misc,293.47
Raheja QBE General Insurance Co Ltd,FY25,SEP,misc,0.11
Raheja QBE General Insurance Co Ltd,FY24,SEP,misc,0.11
Reliance General Insurance Co Ltd,FY25,SEP,misc,1703.97
Reliance General Insurance Co Ltd,FY24,SEP,misc,2786.04
Royal Sundaram General Insurance Co Ltd,FY25,SEP,misc,12.71
Royal Sundaram General Insurance Co Ltd,FY24,SEP,misc,8.38
SBI General Insurance Co Ltd,FY25,SEP,misc,1167.4
SBI General Insurance Co Ltd,FY24,SEP,misc,1703.31
Shriram General Insurance Co Ltd,FY25,SEP,misc,26.64
Shriram General Insurance Co Ltd,FY24,SEP,misc,10.28
Tata AIG General Insurance Co Ltd,FY25,SEP,misc,786.96
Tata AIG General Insurance Co Ltd,FY24,SEP,misc,672.37
The New India Assurance Co Ltd,FY25,SEP,misc,1085.66
The New India Assurance Co Ltd,FY24,SEP,misc,867.41
The Oriental Insurance Co Ltd,FY25,SEP,misc,274.55
The Oriental Insurance Co Ltd,FY24,SEP,misc,983.45
United India Insurance Co Ltd,FY25,SEP,misc,313.19
United India Insurance Co Ltd,FY24,SEP,misc,914.13
Universal Sompo General Insurance Co Ltd,FY25,SEP,misc,280.87
Universal Sompo General Insurance Co Ltd,FY24,SEP,misc,943.66
Zuno General Insurance Co Ltd,FY25,SEP,misc,18.0
Zuno General Insurance Co Ltd,FY24,SEP,misc,0.85
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,SEP,misc,31.39
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,SEP,misc,25.19
Star Health & Allied Insurance Co Ltd,FY25,SEP,misc,0.03
Star Health & Allied Insurance Co Ltd,FY24,SEP,misc,0.15
Agriculture Insurance Co Of India Ltd,FY25,SEP,misc,6704.09
Agriculture Insurance Co Of India Ltd,FY24,SEP,misc,3832.34
ECGC Ltd,FY25,SEP,misc,674.17
ECGC Ltd,FY24,SEP,misc,616.52
Acko General Insurance Ltd,FY25,OCT,fire,0.01
Bajaj General Insurance Limited ,FY25,OCT,fire,1933.23
Bajaj General Insurance Limited ,FY24,OCT,fire,1761.97
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,fire,432.23
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,fire,442.91
Generali Central Insurance Company Limited,FY25,OCT,fire,475.74
Generali Central Insurance Company Limited,FY24,OCT,fire,356.87
Go Digit General Insurance Ltd,FY25,OCT,fire,519.4
Go Digit General Insurance Ltd,FY24,OCT,fire,346.75
HDFC Ergo General Insurance Co Ltd,FY25,OCT,fire,1357.84
HDFC Ergo General Insurance Co Ltd,FY24,OCT,fire,1319.25
ICICI Lombard General Insurance Co Ltd,FY25,OCT,fire,2398.87
ICICI Lombard General Insurance Co Ltd,FY24,OCT,fire,2091.49
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,fire,734.88
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,fire,609.91
Liberty  General Insurance Co. Ltd,FY25,OCT,fire,49.87
Liberty  General Insurance Co. Ltd,FY24,OCT,fire,42.6
Magma General Insurance Limited,FY25,OCT,fire,172.28
Magma General Insurance Limited,FY24,OCT,fire,179.49
National Insurance Co Ltd,FY25,OCT,fire,1038.19
National Insurance Co Ltd,FY24,OCT,fire,736.15
Raheja QBE General Insurance Co Ltd,FY25,OCT,fire,10.96
Raheja QBE General Insurance Co Ltd,FY24,OCT,fire,9.64
Reliance General Insurance Co Ltd,FY25,OCT,fire,981.53
Reliance General Insurance Co Ltd,FY24,OCT,fire,867.81
Royal Sundaram General Insurance Co Ltd,FY25,OCT,fire,259.31
Royal Sundaram General Insurance Co Ltd,FY24,OCT,fire,190.41
SBI General Insurance Co Ltd,FY25,OCT,fire,1093.13
